<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
GOOG.US,5,20200812,174500,1504.03,1505.52,1503.18,1505.22,8042,0
GOOG.US,5,20200812,175000,1505.54,1507.76,1505.11,1506.94,4342,0
GOOG.US,5,20200812,175500,1507.07,1509,1507.07,1508.27,4279,0
GOOG.US,5,20200812,180000,1508.3,1508.44,1507.08,1507.38,4830,0
GOOG.US,5,20200812,180500,1507.02,1509.5,1507.02,1509.02,4389,0
GOOG.US,5,20200812,181000,1509.37,1509.37,1506.77,1507.87,4149,0
GOOG.US,5,20200812,181500,1507.98,1508.66,1507.3,1507.3,8328,0
GOOG.US,5,20200812,182000,1507.21,1510,1507.04,1509.44,4900,0
GOOG.US,5,20200812,182500,1509.57,1509.61,1506.25,1507,10554,0
GOOG.US,5,20200812,183000,1506.65,1508.27,1505.96,1508.27,4584,0
GOOG.US,5,20200812,183500,1508.26,1508.28,1506.5,1507.74,4847,0
GOOG.US,5,20200812,184000,1507.91,1507.91,1504.46,1504.46,6560,0
GOOG.US,5,20200812,184500,1504.55,1506.77,1503.61,1506.77,12297,0
GOOG.US,5,20200812,185000,1506.15,1506.29,1505.22,1505.51,15125,0
GOOG.US,5,20200812,185500,1505.66,1505.66,1501.7,1502.77,10285,0
GOOG.US,5,20200812,190000,1502.88,1505.3,1502.53,1504.55,4188,0
GOOG.US,5,20200812,190500,1504.57,1505.56,1503.9,1505.51,3550,0
GOOG.US,5,20200812,191000,1504.84,1506.61,1504.84,1505.87,5558,0
GOOG.US,5,20200812,191500,1506.03,1507.55,1504.43,1505.17,4040,0
GOOG.US,5,20200812,192000,1505.68,1506.31,1505.26,1505.4,2510,0
GOOG.US,5,20200812,192500,1505.12,1506.08,1504,1505.52,5797,0
GOOG.US,5,20200812,193000,1505.41,1507.01,1505.41,1505.9,2100,0
GOOG.US,5,20200812,193500,1505.94,1508.71,1505.43,1508.62,4175,0
GOOG.US,5,20200812,194000,1508.21,1508.98,1508.15,1508.56,2900,0
GOOG.US,5,20200812,194500,1508.81,1509.64,1508.46,1509.24,4069,0
GOOG.US,5,20200812,195000,1510,1510.01,1507.67,1507.67,10075,0
GOOG.US,5,20200812,195500,1507.91,1510.18,1507.59,1509.48,5150,0
GOOG.US,5,20200812,200000,1509.22,1511.26,1508.73,1508.92,7141,0
GOOG.US,5,20200812,200500,1508.73,1510.2,1508.09,1508.09,7486,0
GOOG.US,5,20200812,201000,1507.99,1509.34,1507.43,1508.94,2834,0
GOOG.US,5,20200812,201500,1508.32,1509.1,1508.12,1508.57,5143,0
GOOG.US,5,20200812,202000,1508.65,1509.27,1507.5,1508.59,4200,0
GOOG.US,5,20200812,202500,1508.36,1508.64,1507.98,1508.41,3331,0
GOOG.US,5,20200812,203000,1508.64,1508.95,1507.85,1507.85,6520,0
GOOG.US,5,20200812,203500,1507.68,1507.82,1506.44,1507.08,7611,0
GOOG.US,5,20200812,204000,1507.05,1509.04,1507.05,1508.19,5346,0
GOOG.US,5,20200812,204500,1508.25,1508.25,1506.83,1507.83,3459,0
GOOG.US,5,20200812,205000,1507.72,1509.03,1507.38,1508.07,4756,0
GOOG.US,5,20200812,205500,1507.9,1508.49,1506.75,1507.67,3378,0
GOOG.US,5,20200812,210000,1507.97,1509.66,1507.4,1507.76,5318,0
GOOG.US,5,20200812,210500,1508.1,1508.89,1508.05,1508.7,2455,0
GOOG.US,5,20200812,211000,1508.46,1510,1507.85,1510,11557,0
GOOG.US,5,20200812,211500,1509.54,1510,1508.74,1510,4666,0
GOOG.US,5,20200812,212000,1509.8,1510,1508.83,1510,6297,0
GOOG.US,5,20200812,212500,1510.2,1510.63,1509.16,1509.61,9443,0
GOOG.US,5,20200812,213000,1509.73,1509.74,1505.27,1507.85,8198,0
GOOG.US,5,20200812,213500,1507.35,1507.55,1506.08,1507.53,8744,0
GOOG.US,5,20200812,214000,1507.6,1509.26,1506.63,1507.78,26124,0
GOOG.US,5,20200812,214500,1507.8,1508.16,1505.94,1506.76,11690,0
GOOG.US,5,20200812,215000,1506.47,1508.4,1503.65,1507.93,21598,0
GOOG.US,5,20200812,215500,1506.98,1507.74,1505.75,1506.62,189829,0
GOOG.US,5,20200813,153000,1510.34,1515.53,1508.01,1514.78,39891,0
GOOG.US,5,20200813,153500,1514.76,1524.26,1514.62,1524.01,13265,0
GOOG.US,5,20200813,154000,1525,1528.11,1522.74,1526.82,16332,0
GOOG.US,5,20200813,154500,1527.45,1527.47,1523.26,1524.31,30229,0
GOOG.US,5,20200813,155000,1524.66,1525.99,1522.78,1522.86,6093,0
GOOG.US,5,20200813,155500,1523.05,1527,1522.62,1527,6066,0
GOOG.US,5,20200813,160000,1527.43,1527.43,1522.81,1523.84,9426,0
GOOG.US,5,20200813,160500,1524.25,1525.1,1522.64,1523.98,9174,0
GOOG.US,5,20200813,161000,1523.63,1524.11,1522.97,1523.07,4400,0
GOOG.US,5,20200813,161500,1523,1524.49,1522.76,1523.74,9832,0
GOOG.US,5,20200813,162000,1524.55,1528.23,1523.92,1527.01,8939,0
GOOG.US,5,20200813,162500,1527.29,1529.12,1527.29,1528.55,4200,0
GOOG.US,5,20200813,163000,1528.4,1530.8,1528.33,1530.8,13385,0
GOOG.US,5,20200813,163500,1530.53,1535.07,1530.48,1533.36,20244,0
GOOG.US,5,20200813,164000,1532.59,1534.52,1531.2,1534.27,13101,0
GOOG.US,5,20200813,164500,1534.23,1535.44,1532.81,1534.96,6672,0
GOOG.US,5,20200813,165000,1535.15,1535.28,1534.06,1534.67,8669,0
GOOG.US,5,20200813,165500,1534.85,1534.95,1531.67,1532.3,7804,0
GOOG.US,5,20200813,170000,1532.02,1535,1532.02,1535,5305,0
GOOG.US,5,20200813,170500,1534.78,1537.25,1534.45,1537.25,5920,0
GOOG.US,5,20200813,171000,1537,1537,1533.65,1533.65,8504,0
GOOG.US,5,20200813,171500,1533.7,1535.76,1531.35,1535.19,14889,0
GOOG.US,5,20200813,172000,1536.15,1536.15,1534.01,1534.62,9209,0
GOOG.US,5,20200813,172500,1535.01,1535.15,1532.11,1532.73,14916,0
GOOG.US,5,20200813,173000,1532.79,1534.47,1532.1,1533.15,13190,0
GOOG.US,5,20200813,173500,1533.64,1535.57,1533.32,1533.72,9079,0
GOOG.US,5,20200813,174000,1533.92,1533.92,1528.61,1529.5,4813,0
GOOG.US,5,20200813,174500,1529.78,1533.93,1529.78,1532.48,5567,0
GOOG.US,5,20200813,175000,1531.74,1532.86,1531.31,1531.61,3610,0
GOOG.US,5,20200813,175500,1532.01,1532.17,1528.57,1528.91,4687,0
GOOG.US,5,20200813,180000,1529.58,1530.58,1528.8,1529.32,5535,0
GOOG.US,5,20200813,180500,1529.82,1529.95,1529.13,1529.48,4833,0
GOOG.US,5,20200813,181000,1529.6,1531.33,1529.49,1531.09,9818,0
GOOG.US,5,20200813,181500,1530.82,1530.99,1529.6,1529.6,4650,0
GOOG.US,5,20200813,182000,1530.06,1530.06,1527.44,1528.12,4431,0
GOOG.US,5,20200813,182500,1528.7,1528.7,1526.59,1526.72,4879,0
GOOG.US,5,20200813,183000,1527.15,1529.42,1527.06,1528.52,7610,0
GOOG.US,5,20200813,183500,1528.69,1528.69,1525.1,1525.1,5293,0
GOOG.US,5,20200813,184000,1525.79,1528.46,1525.53,1528.25,3901,0
GOOG.US,5,20200813,184500,1528.32,1529.69,1527.85,1529.35,3800,0
GOOG.US,5,20200813,185000,1529.63,1529.63,1528.02,1528.02,3600,0
GOOG.US,5,20200813,185500,1528.02,1530.31,1527.52,1530.3,3957,0
GOOG.US,5,20200813,190000,1530.31,1530.49,1526.25,1526.25,3602,0
GOOG.US,5,20200813,190500,1525.5,1526.13,1523.76,1526,6480,0
GOOG.US,5,20200813,191000,1525.12,1526.44,1525.11,1526.17,3712,0
GOOG.US,5,20200813,191500,1525.47,1525.47,1521.85,1522.06,6447,0
GOOG.US,5,20200813,192000,1522.08,1522.6,1520.8,1520.83,5163,0
GOOG.US,5,20200813,192500,1520.44,1521.44,1519.91,1520.91,7192,0
GOOG.US,5,20200813,193000,1520.88,1522.83,1518.38,1518.83,6553,0
GOOG.US,5,20200813,193500,1519.42,1521.35,1519.36,1521.07,2771,0
GOOG.US,5,20200813,194000,1521.07,1523.77,1519.8,1522.91,6338,0
GOOG.US,5,20200813,194500,1522.48,1524.6,1522.3,1524.18,4078,0
GOOG.US,5,20200813,195000,1524.44,1525.19,1523.81,1524.94,3665,0
GOOG.US,5,20200813,195500,1524.7,1525.04,1522.6,1522.6,3900,0
GOOG.US,5,20200813,200000,1522.93,1523.33,1519.29,1520.89,4517,0
GOOG.US,5,20200813,200500,1521.32,1521.32,1517.72,1518.84,9201,0
GOOG.US,5,20200813,201000,1518.11,1519.86,1516.41,1519.86,7067,0
GOOG.US,5,20200813,201500,1520.06,1520.22,1516.29,1516.29,5546,0
GOOG.US,5,20200813,202000,1516.71,1517.24,1515.52,1515.86,7674,0
GOOG.US,5,20200813,202500,1516.52,1520.68,1516.52,1519.45,5226,0
GOOG.US,5,20200813,203000,1519.31,1520.71,1517.86,1520.47,4104,0
GOOG.US,5,20200813,203500,1520.21,1520.21,1516.58,1517.9,5755,0
GOOG.US,5,20200813,204000,1518.25,1520.56,1517.84,1518.28,6465,0
GOOG.US,5,20200813,204500,1517.93,1521.15,1517.93,1518.44,6363,0
GOOG.US,5,20200813,205000,1517.7,1517.7,1510.01,1515.73,8014,0
GOOG.US,5,20200813,205500,1515.77,1517.1,1513.71,1515.93,6328,0
GOOG.US,5,20200813,210000,1515.99,1517.63,1514.23,1516.82,7629,0
GOOG.US,5,20200813,210500,1516.11,1518.41,1515.2,1515.53,6700,0
GOOG.US,5,20200813,211000,1514.72,1517.57,1514.52,1517.57,6435,0
GOOG.US,5,20200813,211500,1517.84,1520.13,1517.33,1519.13,6435,0
GOOG.US,5,20200813,212000,1519.61,1521.78,1519.13,1521.78,4878,0
GOOG.US,5,20200813,212500,1521.18,1523.73,1521.18,1523.73,4200,0
GOOG.US,5,20200813,213000,1523.43,1523.43,1520.55,1521.81,5224,0
GOOG.US,5,20200813,213500,1522.04,1523.83,1520.87,1520.87,6805,0
GOOG.US,5,20200813,214000,1520.89,1523.02,1520.29,1521.04,8674,0
GOOG.US,5,20200813,214500,1521.14,1521.14,1518.85,1520.5,6569,0
GOOG.US,5,20200813,215000,1519.95,1521.04,1517.09,1517.93,19613,0
GOOG.US,5,20200813,215500,1517.54,1518.85,1516.63,1518.45,122368,0
GOOG.US,5,20200814,153000,1515.66,1518.45,1510,1511.67,29979,0
GOOG.US,5,20200814,153500,1510.46,1521.41,1510.46,1519.77,11649,0
GOOG.US,5,20200814,154000,1519.42,1520.75,1516.82,1516.9,5279,0
GOOG.US,5,20200814,154500,1516.38,1516.39,1511.36,1511.6,5994,0
GOOG.US,5,20200814,155000,1511.95,1514.82,1510.49,1513.89,9006,0
GOOG.US,5,20200814,155500,1514.28,1518.95,1514.07,1518.02,8925,0
GOOG.US,5,20200814,160000,1519.61,1519.61,1513.01,1514.06,10191,0
GOOG.US,5,20200814,160500,1513.25,1514.21,1511.25,1512.2,4561,0
GOOG.US,5,20200814,161000,1514.95,1515.37,1508.18,1508.99,10981,0
GOOG.US,5,20200814,161500,1509.62,1510.03,1503.23,1505.86,16531,0
GOOG.US,5,20200814,162000,1506.21,1508.67,1504.85,1508.54,6971,0
GOOG.US,5,20200814,162500,1508.06,1510.01,1504.82,1504.95,7443,0
GOOG.US,5,20200814,163000,1505.33,1510.12,1503.31,1510.12,8829,0
GOOG.US,5,20200814,163500,1510.17,1510.17,1508.18,1509.34,7616,0
GOOG.US,5,20200814,164000,1509.78,1513.9,1508.49,1512.86,9537,0
GOOG.US,5,20200814,164500,1512.85,1513.78,1512.24,1513.12,3683,0
GOOG.US,5,20200814,165000,1513.34,1513.72,1511.46,1512.87,4676,0
GOOG.US,5,20200814,165500,1512.71,1512.71,1508,1508.6,6550,0
GOOG.US,5,20200814,170000,1508.58,1511.36,1508.06,1509.99,4654,0
GOOG.US,5,20200814,170500,1509.85,1512.51,1509.56,1512.51,6479,0
GOOG.US,5,20200814,171000,1512.22,1513,1511.58,1512.13,7250,0
GOOG.US,5,20200814,171500,1513.02,1513.06,1510,1510,5232,0
GOOG.US,5,20200814,172000,1511.12,1511.73,1509.44,1511.42,4634,0
GOOG.US,5,20200814,172500,1511.04,1512.99,1511.01,1512.25,3000,0
GOOG.US,5,20200814,173000,1512.4,1514.77,1511.73,1514.77,4737,0
GOOG.US,5,20200814,173500,1514.78,1515.06,1512,1512,3591,0
GOOG.US,5,20200814,174000,1512.12,1512.12,1510.83,1511.09,3141,0
GOOG.US,5,20200814,174500,1511.12,1513.7,1510.78,1510.91,4893,0
GOOG.US,5,20200814,175000,1512.04,1512.04,1508.78,1508.85,3131,0
GOOG.US,5,20200814,175500,1509.48,1510.7,1509.48,1509.84,3011,0
GOOG.US,5,20200814,180000,1510.14,1513.41,1510.14,1512.86,5255,0
GOOG.US,5,20200814,180500,1512.93,1513.8,1512.89,1513.13,3496,0
GOOG.US,5,20200814,181000,1513.19,1514.71,1512.38,1513.1,4126,0
GOOG.US,5,20200814,181500,1513.15,1513.35,1511.42,1511.77,4504,0
GOOG.US,5,20200814,182000,1511.92,1513.24,1511.72,1512.84,3300,0
GOOG.US,5,20200814,182500,1513.14,1514.09,1513.01,1513.87,2700,0
GOOG.US,5,20200814,183000,1514.22,1515,1514.19,1515,700,0
GOOG.US,5,20200814,183500,1514.79,1517.34,1514.6,1516.96,3131,0
GOOG.US,5,20200814,184000,1517.04,1517.64,1515.6,1515.6,7000,0
GOOG.US,5,20200814,184500,1515.65,1515.98,1513.91,1514.31,4568,0
GOOG.US,5,20200814,185000,1514.51,1515.2,1513.85,1515.2,3000,0
GOOG.US,5,20200814,185500,1515.19,1515.85,1514.58,1514.95,3325,0
GOOG.US,5,20200814,190000,1514.34,1515.05,1512.52,1512.52,3272,0
GOOG.US,5,20200814,190500,1512.33,1512.33,1510.18,1511.99,4182,0
GOOG.US,5,20200814,191000,1511.71,1513.93,1511.71,1513.74,2800,0
GOOG.US,5,20200814,191500,1513.24,1514.25,1512.39,1513.96,2950,0
GOOG.US,5,20200814,192000,1513.51,1513.99,1512.73,1513.88,2564,0
GOOG.US,5,20200814,192500,1513.36,1513.54,1513.01,1513.01,1300,0
GOOG.US,5,20200814,193000,1513.33,1514.37,1512.92,1513.01,2698,0
GOOG.US,5,20200814,193500,1513.52,1513.52,1512.13,1512.35,3600,0
GOOG.US,5,20200814,194000,1513.53,1514.11,1511.87,1512.8,4248,0
GOOG.US,5,20200814,194500,1512.32,1512.32,1511.01,1511.01,2100,0
GOOG.US,5,20200814,195000,1511.18,1512.29,1510.82,1512.29,3100,0
GOOG.US,5,20200814,195500,1512.06,1513.04,1511.96,1513.04,1100,0
GOOG.US,5,20200814,200000,1513.04,1513.33,1509.35,1509.35,5720,0
GOOG.US,5,20200814,200500,1509,1511.8,1508.91,1511.8,5192,0
GOOG.US,5,20200814,201000,1511.46,1511.89,1510.75,1511.31,2267,0
GOOG.US,5,20200814,201500,1511.49,1511.59,1509.73,1510.29,4180,0
GOOG.US,5,20200814,202000,1509.79,1510.67,1509.24,1510.25,2806,0
GOOG.US,5,20200814,202500,1510.17,1510.17,1508.32,1509.79,3392,0
GOOG.US,5,20200814,203000,1510.83,1512.1,1510.65,1511.95,4255,0
GOOG.US,5,20200814,203500,1511.61,1511.72,1509.43,1510.72,5340,0
GOOG.US,5,20200814,204000,1510.56,1510.56,1508.75,1509.51,4000,0
GOOG.US,5,20200814,204500,1509.22,1509.48,1508.21,1508.92,6224,0
GOOG.US,5,20200814,205000,1508.99,1510.9,1508.86,1509.67,3500,0
GOOG.US,5,20200814,205500,1509.7,1510.36,1509.35,1509.6,3773,0
GOOG.US,5,20200814,210000,1509.5,1509.96,1508.83,1509.58,3518,0
GOOG.US,5,20200814,210500,1510.18,1510.89,1508.43,1509.24,2924,0
GOOG.US,5,20200814,211000,1508.75,1509.11,1507.2,1508.26,4033,0
GOOG.US,5,20200814,211500,1508.02,1508.65,1506.31,1507.18,9102,0
GOOG.US,5,20200814,212000,1507.22,1508.52,1507.22,1508.01,5036,0
GOOG.US,5,20200814,212500,1508.06,1509.93,1507.79,1509.55,4444,0
GOOG.US,5,20200814,213000,1509.53,1509.53,1507.2,1508.01,6856,0
GOOG.US,5,20200814,213500,1508.06,1508.06,1505.86,1506.16,9100,0
GOOG.US,5,20200814,214000,1506.11,1506.95,1505.24,1506.93,8995,0
GOOG.US,5,20200814,214500,1506.58,1506.6,1503.61,1504.62,10436,0
GOOG.US,5,20200814,215000,1503.93,1509.9,1502.88,1509.22,18491,0
GOOG.US,5,20200814,215500,1509.84,1509.94,1505.41,1507.73,116521,0
GOOG.US,5,20200817,153000,1514.67,1520,1507.97,1519.99,32485,0
GOOG.US,5,20200817,153500,1519.43,1522.53,1514,1515.54,17996,0
GOOG.US,5,20200817,154000,1515.86,1517.72,1515.33,1516.75,7112,0
GOOG.US,5,20200817,154500,1514.47,1515.22,1512.71,1514.92,4773,0
GOOG.US,5,20200817,155000,1514.94,1517.01,1514.94,1516.2,7377,0
GOOG.US,5,20200817,155500,1516.48,1516.52,1514.99,1515.39,7510,0
GOOG.US,5,20200817,160000,1516.79,1518.08,1515.65,1517.32,9881,0
GOOG.US,5,20200817,160500,1517.84,1519,1514.94,1515.91,4810,0
GOOG.US,5,20200817,161000,1515.95,1516.08,1513.73,1515.78,9516,0
GOOG.US,5,20200817,161500,1515.51,1516.98,1514.68,1515.99,4913,0
GOOG.US,5,20200817,162000,1516.47,1517.76,1516.36,1517.46,1913,0
GOOG.US,5,20200817,162500,1516.83,1518.38,1516.83,1518.09,2802,0
GOOG.US,5,20200817,163000,1518.37,1519.28,1517.43,1517.45,3013,0
GOOG.US,5,20200817,163500,1518.2,1518.23,1517.53,1517.76,4760,0
GOOG.US,5,20200817,164000,1517.76,1518.3,1516.43,1518.09,4079,0
GOOG.US,5,20200817,164500,1518.36,1520.39,1518.32,1520.39,3341,0
GOOG.US,5,20200817,165000,1520.52,1521.44,1520.14,1521.21,4505,0
GOOG.US,5,20200817,165500,1521.42,1523.63,1521.22,1521.55,13623,0
GOOG.US,5,20200817,170000,1522.21,1522.21,1519.74,1519.74,5493,0
GOOG.US,5,20200817,170500,1519.76,1522.26,1518.54,1522.26,3059,0
GOOG.US,5,20200817,171000,1522.72,1525.51,1522.66,1524.94,5339,0
GOOG.US,5,20200817,171500,1524.35,1525.56,1524.35,1525.47,2500,0
GOOG.US,5,20200817,172000,1525.55,1525.61,1524.33,1524.74,6073,0
GOOG.US,5,20200817,172500,1524.33,1524.33,1521.63,1521.98,4190,0
GOOG.US,5,20200817,173000,1524.33,1524.59,1522.51,1522.51,2995,0
GOOG.US,5,20200817,173500,1521.65,1522.38,1521.38,1521.56,3088,0
GOOG.US,5,20200817,174000,1521.85,1522.93,1520.78,1520.83,6233,0
GOOG.US,5,20200817,174500,1520.52,1522.7,1520.19,1521.97,3829,0
GOOG.US,5,20200817,175000,1520.19,1521.65,1520.19,1520.64,3823,0
GOOG.US,5,20200817,175500,1520.62,1521.19,1520.1,1520.56,6464,0
GOOG.US,5,20200817,180000,1520.09,1520.52,1519.38,1520.15,2957,0
GOOG.US,5,20200817,180500,1520.25,1520.41,1519.51,1519.82,3269,0
GOOG.US,5,20200817,181000,1519.9,1520.15,1518.2,1520.15,5106,0
GOOG.US,5,20200817,181500,1519.96,1521.17,1518.68,1519.12,4320,0
GOOG.US,5,20200817,182000,1519.66,1519.66,1518.52,1519.06,2478,0
GOOG.US,5,20200817,182500,1519.62,1520.11,1518.45,1519.21,3930,0
GOOG.US,5,20200817,183000,1519.08,1521.17,1518.6,1520.79,2129,0
GOOG.US,5,20200817,183500,1521.08,1521.33,1519.38,1520.4,3413,0
GOOG.US,5,20200817,184000,1521.65,1522.59,1520.41,1521.72,3600,0
GOOG.US,5,20200817,184500,1522.26,1522.26,1520.18,1521.26,2600,0
GOOG.US,5,20200817,185000,1522.72,1523.22,1522.14,1523.22,2475,0
GOOG.US,5,20200817,185500,1523.1,1523.34,1522.33,1522.55,3637,0
GOOG.US,5,20200817,190000,1522.73,1523.75,1522.35,1522.35,2709,0
GOOG.US,5,20200817,190500,1522.65,1523.4,1522.65,1522.98,2810,0
GOOG.US,5,20200817,191000,1522.98,1524.48,1522.98,1523.8,3210,0
GOOG.US,5,20200817,191500,1523.76,1524.64,1523.29,1523.7,3000,0
GOOG.US,5,20200817,192000,1524.18,1524.18,1522.66,1523.2,4456,0
GOOG.US,5,20200817,192500,1523.33,1524.11,1522.43,1522.78,2389,0
GOOG.US,5,20200817,193000,1523.53,1525,1523.06,1524.71,5104,0
GOOG.US,5,20200817,193500,1524.91,1525.19,1524.32,1525.18,5417,0
GOOG.US,5,20200817,194000,1524.84,1525.56,1524.65,1525.02,7198,0
GOOG.US,5,20200817,194500,1524.76,1525.19,1524.01,1524.39,11963,0
GOOG.US,5,20200817,195000,1524.02,1524.02,1522.91,1523.68,3049,0
GOOG.US,5,20200817,195500,1522.94,1523.56,1522.72,1522.72,3719,0
GOOG.US,5,20200817,200000,1522.31,1522.61,1520,1520,5554,0
GOOG.US,5,20200817,200500,1519.72,1521.35,1519.58,1520.99,2672,0
GOOG.US,5,20200817,201000,1521.13,1522.33,1520.66,1521.19,4203,0
GOOG.US,5,20200817,201500,1520.66,1521,1519.63,1521,5179,0
GOOG.US,5,20200817,202000,1520.41,1521.03,1519.65,1520.67,3869,0
GOOG.US,5,20200817,202500,1520.46,1521.16,1519.52,1520.15,4255,0
GOOG.US,5,20200817,203000,1520.67,1522.61,1520.6,1522.61,3823,0
GOOG.US,5,20200817,203500,1522.97,1522.97,1522.2,1522.2,2800,0
GOOG.US,5,20200817,204000,1522.44,1522.66,1521.7,1522.66,2100,0
GOOG.US,5,20200817,204500,1522.34,1522.91,1521.72,1522.07,2821,0
GOOG.US,5,20200817,205000,1522.08,1522.08,1520.88,1521,1339,0
GOOG.US,5,20200817,205500,1521.43,1522.54,1521.43,1521.86,2300,0
GOOG.US,5,20200817,210000,1521.93,1522.18,1521.26,1521.93,3576,0
GOOG.US,5,20200817,210500,1521.26,1522.2,1520.77,1520.93,7055,0
GOOG.US,5,20200817,211000,1520.43,1520.69,1519.75,1520.23,3595,0
GOOG.US,5,20200817,211500,1520.6,1521.87,1520.13,1521.37,3863,0
GOOG.US,5,20200817,212000,1521.25,1521.25,1519.95,1520.41,4766,0
GOOG.US,5,20200817,212500,1520.24,1521.31,1520.24,1520.53,4930,0
GOOG.US,5,20200817,213000,1520.43,1521.06,1519.79,1520.11,3704,0
GOOG.US,5,20200817,213500,1520.4,1522.27,1520.4,1521.31,4534,0
GOOG.US,5,20200817,214000,1521.31,1522.51,1520.49,1522.16,10015,0
GOOG.US,5,20200817,214500,1522.14,1522.31,1520.44,1521.09,6862,0
GOOG.US,5,20200817,215000,1519.94,1521.27,1517.05,1517.26,15745,0
GOOG.US,5,20200817,215500,1517.28,1518.59,1516.03,1517.98,111840,0
GOOG.US,5,20200818,153000,1526.18,1528,1525.09,1527.71,20861,0
GOOG.US,5,20200818,153500,1527.61,1535.05,1527.29,1534.23,12629,0
GOOG.US,5,20200818,154000,1535.08,1537.42,1533.95,1534.02,11805,0
GOOG.US,5,20200818,154500,1534.25,1537.5,1534.05,1536.16,9010,0
GOOG.US,5,20200818,155000,1536.04,1537,1534.56,1535,14783,0
GOOG.US,5,20200818,155500,1534.84,1536.14,1534.28,1534.28,10087,0
GOOG.US,5,20200818,160000,1535.83,1538.5,1534.95,1538.45,6789,0
GOOG.US,5,20200818,160500,1537.87,1538.48,1531.23,1531.32,7302,0
GOOG.US,5,20200818,161000,1531.07,1531.68,1528.12,1530.52,8087,0
GOOG.US,5,20200818,161500,1530.42,1533.21,1530.42,1532.38,6706,0
GOOG.US,5,20200818,162000,1532.45,1532.45,1531.29,1531.85,4848,0
GOOG.US,5,20200818,162500,1531.62,1533,1526.02,1526.02,7506,0
GOOG.US,5,20200818,163000,1525.4,1527.69,1523.71,1526.94,4493,0
GOOG.US,5,20200818,163500,1528.56,1529.93,1527.87,1529.38,4798,0
GOOG.US,5,20200818,164000,1529.04,1530.91,1527.37,1530.47,4737,0
GOOG.US,5,20200818,164500,1529.87,1532.33,1529.87,1532.33,6311,0
GOOG.US,5,20200818,165000,1532.53,1533.69,1532.07,1532.07,3600,0
GOOG.US,5,20200818,165500,1531.9,1532.74,1529.94,1532.74,2500,0
GOOG.US,5,20200818,170000,1532.45,1534.06,1532.4,1533.51,4444,0
GOOG.US,5,20200818,170500,1533.52,1533.52,1531.49,1532.78,2685,0
GOOG.US,5,20200818,171000,1532.62,1533.19,1532.27,1532.53,2435,0
GOOG.US,5,20200818,171500,1532.42,1533.03,1531.64,1532.24,4280,0
GOOG.US,5,20200818,172000,1532.48,1533.27,1530.44,1532.84,6626,0
GOOG.US,5,20200818,172500,1532.75,1533.38,1532.25,1533.19,6650,0
GOOG.US,5,20200818,173000,1533.05,1534.49,1532.07,1534.29,4859,0
GOOG.US,5,20200818,173500,1534.12,1534.92,1534.12,1534.46,1502,0
GOOG.US,5,20200818,174000,1534.88,1534.88,1531.94,1533.96,4156,0
GOOG.US,5,20200818,174500,1534.05,1534.06,1532.8,1533,2804,0
